"cod_cent";"id";"nombre";"tipo_elem";"x";"y"
"21003";4428;"Gral, Martinez Campos, 24 O-E - Fdez, de la Hoz-Zurbano";"URB";"441082.204888388";"4476276.41110148"
"21004";4429;"Eduardo Dato,33 E-O - P� Castellana-Gta Ruben Dario";"URB";"441513.292304455";"4476050.89077227"
"21005";4430;"Eduardo Dato, 2 E-O - Fern�ndez de la Hoz-Santa Engracia";"URB";"440972.517252131";"4476022.90970082"
"21006";4431;"Eduardo Dato, 6 O-E - Zurbano-Gta, Ruben Dario";"URB";"441221.239279765";"4476034.54591088"
"21007";4432;"Almagro, 42 S-N - Marqu�s de Riscal-Gta, Ruben Dario";"URB";"441330.286507867";"4475958.07060694"
"21008";3748;"Luchana S-N - Manuel Silvela -Santa Engracia";"URB";"440739.824462595";"4475908.56307089"
"21009";3407;"Santa Engracia, 26 S-N - Caracas-Pl, Chamberi";"URB";"440872.450281188";"4475848.87283018"
"21010";4433;"Jos� Abascal, 52 O-E - Alvarez de Castro-Santa Engracia";"URB";"440459.787856847";"4476672.16198752"
"21011";4415;"Eloy Gonzalo, 24 O-E - Trafalgar-Gta,Pintor Sorolla";"URB";"440508.690981854";"4476193.76910664"
"21013";3622;"(AFOROS) Jos� Abascal, 44 O-E - Fern�ndez de la Hoz-Zurbano";"URB";"441129.126279569";"4476622.4044385"
"21014";4436;"P� Castellana S-N - Pl, Gregorio Mara�on-Garcia de Paredes";"URB";"441445.163212398";"4476537.01134536"
"21015";4437;"P� Castellana S-N - Pl,Gregorio Mara�on-Pl,San Juan de la Cruz";"URB";"441396.542634039";"4476720.01571499"
"21016";4438;"Gral, Martinez Campos, 46 O-E - Miguel Angel-Emilio Castelar";"URB";"441387.941599514";"4476284.66342335"
"21017";4439;"Santa Engracia, 103 S-N - Ponzano-Jos� Abascal";"URB";"440658.064816449";"4476513.57809959"
"21018";4440;"Santa Engracia S-N - Rafael Calvo-Gta, Pintor Sorolla";"URB";"440781.512771458";"4476123.38153331"
"21019";4441;"Jos� Abascal, 30 O-E - Alonso Cano-Modesto Lafuente";"URB";"440857.774750722";"4476643.72082913"
"21020";4442;"Jos� Abascal, 52 O-E - Zurbano-Migeul Angel";"URB";"441243.582809555";"4476615.92582371"
"21021";4443;"Maria Molina E-O - Del Pinar-Alvarez de Baena";"URB";"441583.935370117";"4476598.8598369"
"21022";4444;"P� Castellana S-N - L�pez de Hoyos-Pl, Gregorio Mara��n";"URB";"441520.470566682";"4476420.32099881"
"21023";4445;"(TACTICO) Modesto Lafuente N-S - Viriato-Gral, Mart�nez Campos";"URB";"440926.891688535";"4476307.24969242"
"21024";4446;"Gral, Mart�nez Campos,13 E-O - Modesto Lafuente-Alonso Cano";"URB";"440909.208787277";"4476276.35052544"
"21025";4447;"Gral, Mart�nez Campos, 36 O-E - Zurbano-Miguel Angel";"URB";"441220.492518693";"4476279.88437656"
"21026";4448;"Miguel Angel S-N - Rafael Calvo-Gral, Mart�nez Campos";"URB";"441370.69820313";"4476177.28357406"
"21027";4449;"Miguel Angel N-S - Rafael Calvo-Eduardo Dato";"URB";"441364.82874529";"4476155.11272829"
"21028";4450;"Eduardo Dato, 4 O-E - Fern�ndez de la Hoz-Zurbano";"URB";"441073.891628649";"4476028.25022346"
"21030";3674;"Eduardo Dato, 12 E-O - Gta, Ruben Dario-Alfonso X";"URB";"441297.355067014";"4476042.05549865"
"21031";4451;"(TACTICO) Garcia Paredes E-O - Castellana-Miguel Angel";"URB";"441397.229175574";"4476437.37093127"
"21032";4452;"Gral, Mart�nez Campos E-O - Emilio Castelar-Miguel Angel";"URB";"441491.634022616";"4476292.4671378"
"21033";4453;"Gral, Mart�nez Campos O-E - Gta, Pintor Sorolla-Fdez, de la Hoz";"URB";"440798.157219262";"4476267.92442464"
"21034";7071;"P� Castellana S-N - Jos� Abascal - Rios Rosas";"URB";"441387.572936007";"4476734.87231426"
"21035";4464;"Santa Engracia ,115 S-N - Bret�n de los Herreros - Rios Rosas";"URB";"440530.34459149";"4476907.27599183"
"22001";4454;"(AFOROS) Bravo Murillo, 75 N-S - Crist�bal Bordiu-Rios Rosas";"URB";"440290.754229722";"4477181.60596605"
"22002";4455;"Rios Rosas, 28 E-O - Ponzano-Santa Engracia";"URB";"440685.155257766";"4477041.39018044"
"22003";4456;"Rios Rosas, 72 E-O - Santa Engracia - Bravo Murillo";"URB";"440449.532020633";"4477059.59503747"
"22004";4457;"Modesto Lafuente, 40 N-S - Crist�bal Bordiu-Rios Rosas";"URB";"440981.437911412";"4477121.65329758"
"22005";4458;"Rios Rosas, 57 E-O - Agust�n de Bethancourt-Modesto Lafuente";"URB";"441043.830524744";"4477014.14444099"
"22006";4459;"Agust�n de Bethancourt, 7 N-S - Crist�bal Bordiu-Rios Rosas";"URB";"441073.775123628";"4477108.11248115"
"22007";4460;"(MICRO) Pl, San Juan de la Cruz  E-O (P,M,7) - Zurbano-Agust�n de Bethancourt (P,M,7)";"URB";"441220.190277383";"4476976.96785003"
"22008";4461;"P� Castellana N-S - Pl, San Juan de la Cruz-Bret�n de los  Herreros";"URB";"441361.015054086";"4476812.03530497"
"22009";4462;"P� Castellana N-S - Entrada Pl, San Juan de la Cruz";"URB";"441335.202815948";"4477103.63212028"
"22010";4463;"(TACTICO) Crist�bal Bordiu O-E - Modesto Lafuente-Agust�n de Bethancourt";"URB";"441041.407275647";"4477142.59278748"
"22011";9965;"Agustin de Betancourt S-N - Maria de Guzm�n-Maudes";"URB";"441049.35976634";"4477282.56674306"
"22012";9963;"Agustin de Betancourt N-S  - Salida T�nel Azca-Maudes";"URB";"441050.229418823";"4477416.02363742"
"22013";9964;"Agustin de Betancourt N-S  - Lateral Agustin Betancourt-Maudes";"URB";"441043.39938155";"4477416.80929965"
"22014";9967;"(TACTICA) Salida Ministerios - (TACTICA) Salida Ministerios";"URB";"441068.832414526";"4477364.96172294"
"22300";4465;"(MICRO) Pl, San Juan de la Cruz N-S (P,M,3)(Delante G,2) - (MICRO) Pl, San Juan de la Cruz N-S (P,M,3)(Delante G,2)";"URB";"441307.548533055";"4476954.37052335"
"22301";4466;"(MICRO) Pl, San Juan de la Cruz N-S(Delante G,1) (P,M,4) - (MICRO) Pl, San Juan de la Cruz N-S(Delante G,1) (P,M,4)";"URB";"441320.40983788";"4476978.30221816"
"22302";4467;"(MICRO) Pl, San Juan de la Cruz S-O(Delante G,13) (P,M,5) - (MICRO) Pl, San Juan de la Cruz S-O(Delante G,13) (P,M,5)";"URB";"441319.547946093";"4476931.17414287"
"22303";4468;"(MICRO) Pl, San Juan de la Cruz E-O(Delante G,14) (P,M,6) - (MICRO) Pl, San Juan de la Cruz E-O(Delante G,14) (P,M,6)";"URB";"441278.544015827";"4476967.01538852"
"22304";4469;"(MICRO) P� Castellana N-S(Delante G,3,salida) (P,M,1) - (MICRO) P� Castellana N-S(Delante G,3,salida) (P,M,1)";"URB";"441343.581738206";"4476872.97171916"
"23001";3715;"REYES CATOLICOS S-N (AV, MEMORIA - ISAAC PERAL)";"URB";"438985.944454729";"4476610.70279912"
"23002";3716;"REYES CATOLICOS N-S (DR, JIMENEZ DIAZ - AV, MEMORIA)";"URB";"438961.493144113";"4476609.01138207"
"23003";3717;"ISAAC PERAL S-N (DONOSO CORTES-CEA BERMUDEZ)";"URB";"439109.437862959";"4476535.29235978"
"23004";4470;"ISAAC PERAL N-S (DR, SCARLATTI-SAN FRANCISCO DE SALES)";"URB";"439098.591568527";"4476931.86649292"
"23005";4471;"(AFOROS) SAN FRANCISCO DE SALES S-N (CEA BERMUDEZ-GAZTAMBIDE)";"URB";"439216.9004747";"4476818.29504895"
"23006";3468;"(AFOROS) SAN FRANCISCO DE SALES N-S (GAZTAMBIDE- ISAAC PERAL)";"URB";"439286.174401318";"4476890.00076013"
"23007";3469;"SAN FRANCISCO DE SALES S-N (ANDRES MELLADO - GUZMAN EL BUENO)";"URB";"439455.92042368";"4477026.36199324"
"23008";6979;"SAN FRANCISCO DE SALES S-N (GUZMAN EL BUENO-SANTANDER)";"URB";"439612.186083813";"4477161.70487512"
"23009";4473;"GUZMAN EL BUENO N-S (MAX AUBS-SAN FRANCISCO DE SALES)";"URB";"439576.662096374";"4477219.90355668"
"23011";3395;"SANTANDER S-N (MELQUIADES ALVAREZ-SAN FRANCISCO DE SALES)";"URB";"439824.169575011";"4477151.28307507"
"23012";3396;"CEA BERMUDEZ E-O (SAN GABRIEL - SAN FRANCISCO DE SALES)";"URB";"439245.077843593";"4476756.38438309"
"23013";3397;"CEA BERMUDEZ O-E (ANDRES MELLADO-GUZMAN EL BUENO)";"URB";"439447.897745447";"4476730.73682763"
"23014";4475;"GUZMAN EL BUENO N-S (MELQUIADES ALVAREZ - CEA BERMUDEZ)";"URB";"439549.629587218";"4476824.68988017"
"23015";7019;"AV, FILIPINAS 14 E-O (LATERAL DCHO)(JESUS MAESTRO-CEA BERMUDEZ)";"URB";"439676.100963952";"4476804.07671149"
"23016";9961;"REYES CATOLICOS S-N(TUNEL)(AV, MEMORIA-ISAAC PERAL)";"URB";"438984.571486238";"4476617.31819364"
"23017";9962;"DR, JIMENEZ DIAZ O-E (SALIDA APARCAMIENTO HOSPITAL)";"URB";"439008.627949095";"4476780.63137166"
"23018";10216;"(TACTICO) SALIDA HOSPITAL CLINICA SAN CARLOS O-E";"URB";"439065.516093023";"4476948.31675975"
"23032";4476;"BEATRIZ DE BOBADILLA E-O(JUSTO DORADO-JUAN XXIII)";"URB";"439280.269475234";"4477787.02347657"
"23033";4477;"JUAN XXIII S-N(AV,MONCLOA-BEATRIZ DE BOBADILLA)";"URB";"439197.046624731";"4477737.36529917"
"24001";3409;"SEP�LVEDA ENTRADA CRUCE  N-S";"URB";"436008.175534995";"4472593.78531503"
"24002";4739;"C,FCO,J,JIMENEZ ENTRE BERLANAS-SEPULVEDA  E-O";"URB";"436039.395885266";"4472397.54735486"
"24003";4740;"CJAL, FCO,J, JIMENEZ O-E(A, MORAN-ALHAMBRA)";"URB";"436718.47941987";"4472479.32966933"
"24004";4741;"C,FCO,J,JIMENEZ ENTRE HURTUMPASCUAL-ALHAMBRA  E-O";"URB";"436901.191978887";"4472515.03855835"
"24005";4742;"ALHAMBRA ENTRE C,FCO,J,MARTIN-C,POBLET  N-S";"URB";"436809.282736645";"4472417.70771877"
"24006";4743;"ALHAMBRA ENTRE C,POBLET-C,FCO,J,MARTIN  S-N";"URB";"436817.856527503";"4472411.35988367"
"24007";4744;"ALHAMBRA ENTRE GTA,CARMENES-PTA,IGLESIA  S-N";"URB";"436850.142524583";"4472212.06218923"
"24009";4746;"ALHAMBRA ENTRE CULLERA Y GTA,CARMENES  N-S";"URB";"436868.716710766";"4472057.17258789"
"24010";4747;"GALLUR ENTRE ESCALONILLA Y GTA,CARMENES  E-O";"URB";"436977.610290577";"4471940.43886587"
"24011";4748;"DUQUESA DE PARCENT ENTRADA GTA,CARMENES  O-E";"URB";"436814.868760616";"4471877.03522707"
"24012";4749;"ALHAMBRA ENTRE CULLERA Y GTA,CARMENES  N-S";"URB";"436948.624418082";"4471825.08634181"
"24013";4750;"N,S,VALVANERA ENTRE LAGUNA-V,CARPETANA  N-S";"URB";"437066.803348522";"4471692.16387265"
"24014";4751;"V,CARPETANA ENTRE ATECA-N,SRA,VALVANERA  E-O";"URB";"437207.877265405";"4471728.31227492"
"24015";3566;"V,CARPETANA ENTRE ALBENTOSA-CASTELFLORITE  O-E";"URB";"437217.295405096";"4471732.15516418"
"24016";3567;"N,S,VALVANERA ENTRE A,PAVAS-V,CARPETANA  S-N";"URB";"437164.828862733";"4471604.07802877"
"24017";3568;"V,CARPETANA ENTRE LAGUNA-N,S,VALVANERA  O-E";"URB";"437065.813088681";"4471582.96522897"
"24018";4752;"CARPETANA ENTRE NTRA, SRA VALVANERA Y LAGUNA";"URB";"437060.623553773";"4471583.05805473"
"24020";4754;"VIA CARPETANA E-O(MOCHUELO-LOPEZ MEAQUIA)";"URB";"437345.974904364";"4471906.86325488"
"24025";4758;"VIA CARPETANA O-E(BRUNO GARCIA-LAGUNA)";"URB";"436941.177529649";"4471436.23475943"
"24026";4759;"ALHAMBRA ENTRE A,CALVO Y GREGORIO VACAS  N-S";"URB";"436801.312659652";"4472582.3743093"
"24027";4760;"HIGUERAS FRENTE N� 53  S-N";"URB";"436757.714991444";"4472871.69539498"
"24028";4761;"HIGUERAS FRENTE N� 43  N-S";"URB";"436766.52546005";"4473045.48948168"
"24029";4762;"SEPULVEDA FRENTE N� 119  E-O";"URB";"436667.181316283";"4472904.64861317"
"24030";4763;"SEPULVEDA JUNTO FAROLA N� 80  O-E";"URB";"436448.726607281";"4472837.3542256"
"24031";4764;"CEBREROS FRENTE N� 52  O-E";"URB";"436629.434563342";"4472953.35221862"
"24036";4766;"CARLINA ENTRADA CRUCE  N-S";"URB";"436240.900297078";"4472917.71498974"
"24037";4767;"CEBREROS FRENTE N� 100 GIRO CARLINA  E-N";"URB";"436361.827325916";"4472885.50436494"
"24038";4768;"CEBREROS FRENTE N� 100  E-O";"URB";"436367.779266637";"4472884.06545138"
"24039";4769;"CEBREROS FRENTE N� 85  O-E";"URB";"436250.340789114";"4472822.75963903"
"24041";4771;"VILLAMANIN N-S (VILLAMANIN - VILLASANDINO)";"URB";"436060.468736107";"4473080.53213283"
"24043";10226;"VILLAMANIN S-N (A-5 - VILLASANDINO)";"URB";"436131.121429676";"4472974.98473526"
"24044";10225;"VILLAMANIN S-N GIRO IZDA(A-5 - VILLASANDINO)";"URB";"436124.871521295";"4472968.97938087"
"24045";10228;"VILLAGARCIA O-E (VILLAGARCIA-VILLAMMANIN)";"URB";"436015.799421445";"4472967.77020357"
"24400";4755;"(TACTICO)DUQUESA DE PARCENT N-S";"URB";"436557.752286734";"4471937.2673369"
"24401";4745;"(T�CTICO) C,POBLET ENTRADA A C/ ALHAMBRA  O-E";"URB";"436805.77031705";"4472312.22610969"
"24402";4753;"(TACTICO) LOPEZ MEZQUIA  E-O(CASTELFLORITE-VIA CARPETANA)";"URB";"437321.537000796";"4471807.89270294"
"24403";4756;"(TACTICO) MOCHUELO S-N";"URB";"437425.183061149";"4471994.03407711"
"24404";10236;"(TACTICO)VILLAMANIN N-S DELANTE GR-4 (VILLAMANIN - VILLASANDINO)";"URB";"436066.625396645";"4473064.21656181"
"24405";10237;"(TACTICO) VILLAMANIN S-N DELANTE GR-2 (A-5 - VILLASANDINO)";"URB";"436088.14503917";"4473031.75527643"
"24406";4770;"(TACTICO) VILLAMANIN S-N GIRO HACIA VILLAGARCIA (A-5 - VILLASANDINO)";"URB";"436098.241823881";"4473001.185522"
"24407";10227;"(TACTICO) VILLAGARCIA O-E DELANTE GR-9 (VILLAGARCIA-VILLAMMANIN)";"URB";"436076.241305651";"4473003.57407153"
"24408";4772;"(TACTICO) VILLASANDINO E-O (PARODIA-VILLAMMANIN)";"URB";"436092.756108665";"4473056.44753655"
"24409";4757;"(TACTICO) LAGUNA ENTRE CAMICHI Y VIA CARPETANA  S-N";"URB";"437007.027761017";"4471482.96092337"
"24410";4765;"(TACTICO) CEBREROS N� 56 GIRO C/ SEPULVEDA  E-S";"URB";"436561.818374641";"4472931.67398398"
"25008";4778;"AV, CORDOBA ENTRE S, GOMEZ Y GTA, CADIZ  S-N";"URB";"440708.727403868";"4470821.08332162"
"25037";4802;"AV, CORDOBA ENTRE SOCUELLAMOS Y PIEDRABUENA S-N";"URB";"440833.522160803";"4470278.69519328"
"25038";4803;"AV, CORDOBA ENTRE ALMENDRALES Y PIEDRABUENA N-S";"URB";"440757.769561846";"4470524.87926008"
"25400";4794;"(TACTICO) TOMELLOSO O->E ENTRE PIEDRABUENA Y AV CORDOBA";"URB";"440765.130941772";"4470421.65750665"
"26001";4808;"AV, ANDALUCIA S-N (TERTULIA-UNANIMIDAD)";"URB";"441135.962746148";"4467864.97853462"
"26002";4809;"AV, ANDALUCIA N-S (TERTULIA-BOHEMIOS)";"URB";"441126.434257803";"4467787.70311379"
"26003";4810;"AV, ANDALUCIA S-N(FCO, PINO-CTRA, VILLAVERDE A VALLECAS)";"URB";"441146.395787168";"4466824.91503525"
"26004";4811;"ORIO ENTRADA CRUCE  N-S";"URB";"440920.919982986";"4466941.8812572"
"26005";4812;"(AFOROS)ALCOCER E-O(ARECHABALETA-VIRGEN DESAMPARADOS)";"URB";"440777.956223248";"4466856.47284932"
"26006";4813;"(AFOROS)VIRGEN DESAMPARADOS N-S(ANOETA-ALCOCER)";"URB";"440660.172972124";"4466882.15768647"
"26008";4818;"P� DE TALLERES ENTRE ARROYO BUENO Y ALCOCER  O-E";"URB";"440528.041153022";"4466714.30602767"
"26009";4819;"(AFOROS)ALCOCER O-E(COL, LITOS-PSO, TALLERES)";"URB";"440495.052879511";"4466801.45574622"
"26012";4822;"AV, ANDALUCIA N-S(M40-UNANIMIDAD)";"URB";"441076.136568388";"4468373.88126318"
"26013";4823;"AV, ANDALUCIA S-N(UNANIMIDAD-M40)";"URB";"441108.767384381";"4468188.05247941"
"26014";3569;"ACC, M40 A AV,ANDALUCIA E-O";"URB";"441252.940602286";"4468452.87597989"
"26015";4824;"ACC, M40 A AV,ANDALUCIA O-E";"URB";"440963.838374234";"4468425.68407409"
"26016";4825;"AV, ANDALUCIA S-N(CONIFERAS-AV,ROSALES)";"URB";"441071.908857113";"4468769.88825363"
"26017";4826;"AV, ANDALUCIA N-S(AV,ROSALES-CONIFERAS)";"URB";"441053.757381121";"4468846.53043271"
"26018";4827;"AV,ROSALES E-O(AV,ANDALUCIA-EDUARDO BARREIROS)";"URB";"441022.002868574";"4468940.95481982"
"26019";4828;"AV, VERBENA PALOMA O-E (PAN Y TOROS-AV, ANDALUCIA)";"URB";"441017.676412744";"4468043.31305704"
"26020";4829;"AV,ANDALUCIA S-N(AV,ROSALES-AV,POBLADOS)";"URB";"441061.700817064";"4468950.45402688"
"26021";3802;"AV,ANDALUCIA N-S(AV,POBLADOS-AV,ROSALES)";"URB";"441035.584824288";"4469083.22190818"
"26022";3803;"AV,ANDALUCIA N-S(GTA,MALAGA-AV,POBLADOS)";"URB";"441014.057736677";"4469320.79679422"
"26023";4830;"CONIFERAS O-E (ALARCE-AV,ANDALUCIA)";"URB";"440966.351936508";"4468726.22130603"
"26024";4831;"AV, ANDALUCIA INTERIOR CRUCE M40  S-N";"URB";"441130.895808555";"4468427.5546679"
"26025";4832;"CTRA, VALLECAS E-O (SAHARA-AV,ANDALUCIA)";"URB";"441216.543877529";"4467059.97155031"
"26026";4833;"DIAMANTE S-N(SELMA LAGERLOFF-CTRA, VILLAVERDE)";"URB";"441539.164834921";"4467251.62509507"
"26027";4834;"CRA,VILLAVERD E-O(COALICION-VILLAFUERTE)";"URB";"441546.380106123";"4467359.49030335"
"26028";4835;"VILLAFUERTE N-S(VILLAJOYOSA-CTRA,VILLAVERDE)";"URB";"441453.684403927";"4467370.20156208"
"26029";4836;"CTRA,VILLAVERDE O-E(S,MACARIO-MARTINEZ OVIOL)";"URB";"441394.500284137";"4467200.14891231"
"26030";4837;"AV, ROSALES ENTRE ANTEQUERA Y AV,ANDALUCIA";"URB";"441219.312462871";"4468842.34325394"
"26032";10286;"BOHEMIOS E-O(AV, ANDALUCIA-VERBENA PALOMA)";"URB";"440982.170046404";"4467557.45768245"
"26033";10288;"BOHEMIOS O-E(MANOJO ROSAS-ALEGRIA HUERTA)";"URB";"440869.731491769";"4467548.55596742"
"26034";10287;"BOHEMIOS E-O(VERBENA PALOMA-MANOJO ROSAS)";"URB";"440860.939049423";"4467552.41651884"
"26035";10289;"MANOJO ROSA N-S(SOTO PARRAL-BOHEMIOS)";"URB";"440806.97627348";"4467572.37291261"
"26300";10284;"(MICRO)AV, POBLADOS E-O(DETR�S GR-9 PM1)";"URB";"441014.950149748";"4469147.98849152"
"26301";10285;"(MICRO)AV, POBLADOS E-O(DELANTE GR-11 PM2)";"URB";"441022.193875536";"4469137.71354225"
"26400";4817;"(TACTICO)ALCOCER O-E (GIRO VIRGEN DESAMPARADOS)";"URB";"440665.489905524";"4466792.78784545"
"26401";4838;"(TACTICO) SALIDA INTERCAMBIADOR AUTOBUSES";"URB";"441211.644338298";"4466834.29602243"
"26402";4820;"(TACTICO) UNANIMIDAD E-O";"URB";"441129.969667299";"4468109.73380196"
"26403";4821;"(TACTICO) AV, VERBENA PALOMA O-E";"URB";"441088.913774476";"4468053.66281379"
"27001";4839;"ALCOCER E-O(LAGUNA SANTIAGO-EDUARDO BARREIROS)";"URB";"440272.754652446";"4466858.45465867"
"27002";4840;"SAN JENARO S-N(ARROYO BUENO-ALCOCER)";"URB";"440177.913286808";"4466754.02992766"
"27003";4841;"CTRA, CCHEL, VILLAVERDE N-S(LAGUNA RODRIGO-VILLALONSO)";"URB";"439999.634124171";"4466903.24471986"
"27004";3623;"AV, REAL PINTO S-N(PLATA-ARROYO BUENO)";"URB";"440029.71958168";"4466684.0552859"
"27005";3624;"DR, MARTIN AREVALO O-E(ALBINO HDEZ, LAZARO-AV, REAL PINTO)";"URB";"439955.782319097";"4466394.8510958"
"27006";4842;"AV, REAL PINTO S-N(SALSIPUEDES-DR, MARTIN AREVALO)";"URB";"439979.220465055";"4466278.23243285"
"27007";6825;"AV, REAL PINTO N-S(DR, PEREZ DOMINGUEZ-DR, MARTIN AREVALO)";"URB";"440011.586204489";"4466493.24495367"
"27027";7001;"PSO, FERROVIARIOS N-S(JOSE PINO-DOMINGO PARRAGA)";"URB";"439075.913611295";"4466180.12885341"
"27028";4845;"ALBERTO PALACIOS E-O(TORDEGRILLOS-PSO, FERROVIARIOS)";"URB";"439106.529653491";"4466103.48914935"
"27029";4846;"PSO, FERROVIARIOS S-N(DOMINGO PARRAGA-JOSE PINO)";"URB";"439034.872060939";"4465998.41310394"
"27030";4847;"PSO, FERROVIARIOS S-N(JOSE PINO-ENCARNACION PINO)";"URB";"439148.371851086";"4466363.30638927"
"27031";4848;"PSO, FERROVIARIOS N-S(SULFATO-ENCARNACION PINO)";"URB";"439207.849251157";"4466543.35350873"
"27032";4849;"EDUARDO BARREIROS N-S(LAGUNA RODRIGO-ALCOCER)";"URB";"440129.358539849";"4466938.08525413"
"27033";4850;"VILLALONSO O-E(AV, REAL PINTO-SAN JENARO)";"URB";"440071.55923303";"4466823.88730099"
"27034";4851;"VILLALONSO E-O(EDUARDO BARREIROS-CTRA, CCHEL, VILLAVERDE)";"URB";"440089.216861393";"4466853.08553707"
"27035";4852;"VILLALONSO O-E(ALBINO HDEZ, LAZARO-AV, REAL PINTO)";"URB";"439937.761823509";"4466788.27669985"
"27036";4853;"PSO, TALLERES E-O(ARROYO BUENO-SAN JENARO)";"URB";"440346.857938594";"4466574.0471517"
"27037";4854;"SAN JENARO S-N GIRO IZDA, (OXIGENO-PSO, TALLERES)";"URB";"440299.0431185";"4466528.89275246"
"27038";4855;"SAN JENARO S-N FRENTE (OXIGENO-PSO, TALLERES)";"URB";"440296.313393968";"4466527.23300367"
"27039";4856;"PSO, TALLERES O-E (RUBI-SAN JENARO)";"URB";"440235.162584204";"4466556.62911687"
"27300";7000;"(MICRO)PSO, FERROVIARIOS GIRO ALBERTO PALACIOS";"URB";"439034.036898112";"4466087.37870998"
"27400";4843;"(TACTICO)PSO, FERROVIARIOS S-N(SAN AURELIANO-PSO, ALBERTO PALACIOS)";"URB";"439050.419439405";"4466068.05216908"
"28006";4860;"ARAQUIL FAROLA 12 E-O(OSA MAYOR-P� ERMITA)";"URB";"433879.029370444";"4479163.54269275"
"28015";4869;"CTRA, HUMERA N-S(GOLONDRINA-V, ROSALES)";"URB";"433855.931989747";"4478478.75044277"
"28016";4870;"VIRGEN ROSALES O-E(ASTROLABIO-C,HUMERA)";"URB";"433834.402685256";"4478394.98001479"
"28017";4871;"V, ROSALES E-O (DIPLOMATICOS-C,HUMERA)";"URB";"433966.940792051";"4478400.22041884"
"28032";5220;"ACAMAR ENTRE PICO OCEJON Y GOLONDRINA";"URB";"433346.320286623";"4478689.27129625"
"28033";4882;"GOLONDRINA ENTRE BAJA DE LA IGLESIA Y GALAXIA";"URB";"433564.106749623";"4478650.32501701"
"28034";4883;"GOLONDRINA ENTRE VIRGEN DE LOS ROSALES Y ACAMAR";"URB";"433405.549759786";"4478533.26281322"
"28036";4885;"OSA MAYOR E-O (PZ, ROLLO-PLEYADES)";"URB";"433456.653563992";"4479018.63665492"
"28037";4886;"CAROLI ENTRADA CRUCE 2814";"URB";"433442.006121455";"4479003.61089355"
"28038";4887;"GALAXIA ENTRADA CRUCE 28140";"URB";"433420.158288547";"4479004.44818668"
"28039";4888;"OSA MAYOR 98 - P,P";"URB";"433516.716414176";"4479074.36310968"
"28040";4889;"OSA MAYOR O-E(P� ERMITA-ARAQUIL)";"URB";"433905.474119753";"4479041.64861"
"28041";3625;"OSA MAYOR E-O(ESPINOS-ARAQUIL)";"URB";"434026.795217646";"4479098.46179623"
"28042";3626;"CRA,HUMERA S-N (RIAZA-OSA MAYOR)";"URB";"433947.662372843";"4478973.87082905"
"28043";3627;"CRA,HUMERA N-S (OSA MAYOR-RIAZA)";"URB";"433944.689975742";"4478965.18521857"
"28044";4890;"OSA MAYOR O-E(CTRA, HUMERA-ESPINOS)";"URB";"434036.398285994";"4479097.95243807"
"28400";4858;"(TACTICO)BARDEGUERAL S-N";"URB";"434561.588155015";"4478135.60664651"
"28401";5203;"(TACTICO)BARDEGUERAL N-S (GIRO)";"URB";"434543.00192068";"4478164.16866945"
"28402";4861;"(TACTICO) ANA TERESA FAROLA 2 O-E(PLEYADES-P,ERMITA)";"URB";"433845.593859268";"4479184.03899041"
"28403";4859;"(TACTICO) P� ERMITA FAROLA 10 S-N (G, PARRA - ARAQUIL)";"URB";"433854.667990136";"4479155.58109448"
"28404";4867;"(TACTICO) ARANDIGA ENTRADA CRUCE JUNTO LINEA DE PARADA";"URB";"432982.182700229";"4478863.20238082"
"28405";4868;"(TACTICO) BATALLA GARELLANO ENTRADA CRUCE JUNTO LINEA PARADA";"URB";"432749.895389022";"4478580.03419923"
"28406";3419;"(TACTICO) VALLE PAS O-E";"URB";"434064.315792798";"4477951.65821705"
"28407";4891;"(TACTICO) VALLE PAS E-O (GIRO)";"URB";"434089.425760774";"4477959.94388385"
"29001";5404;"(TACTICO) SINESIO DELGADO S-N(GIRO A AV, MIRAFLORES)";"URB";"438197.3134196";"4479048.68149896"
"29002";5405;"(TACTICO) SINESIO DELGADO N-S(GIRO A AV, COMPLUTENSE)";"URB";"438076.245001152";"4478700.96891196"
"29003";5406;"ANTONIO NOVAIS E-O(FRENTE A FACULTAD BIOLSGICAS)";"URB";"438420.110809705";"4477789.7448929"
"29004";5407;"AV, COMPLUTENSE S-N(FRENTE A FACULTAD FARMACIA-PARANINFO)";"URB";"438287.049440827";"4477630.65315304"
"29005";5408;"PROFESOR ARANGUREN O-E(EDUARDO SAAVEDRA-AV,COMPLUTENSE)";"URB";"438146.090509825";"4477746.2121969"
"29006";5409;"(TACTICO) BOTANICO E-O(ENTRADA AV, COMPLUTENSE)";"URB";"438325.065618684";"4477505.96367062"
"29007";9930;"AV,MIRAFLORES S-N(AV,COMPLUTENSE -SINESIO DELGADO)";"URB";"438153.35070286";"4478924.53583276"
"29008";9932;"AV,MIRAFLORES N-S(GTA, MIRAFLORES-DEHESA DE LA VILLA)";"URB";"438140.168305344";"4478935.51838553"
"29009";9931;"SINESIO DELGADO N-S(MADRIGAL -AV,MIRAFLORES)";"URB";"438329.86209088";"4479119.94803789"
"29010";9929;"SINESIO DELGADO S-N( AV,MIRAFLORES -MADRIGAL)";"URB";"438316.592385379";"4479108.35845771"
"29011";9907;"DEHESA DE LA VILLA S-N(M-30 -AV,COMPLUTENSE)";"URB";"438001.287266471";"4478595.6404707"
